,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
4497,1,90,2,2,0,2.0,not acept,not furnished,180.0,1800.0,375.0,23.0,2378.0
4498,1,82,2,2,0,15.0,not acept,not furnished,680.0,2800.0,135.0,36.0,3651.0
4499,1,70,2,2,0,6.0,not acept,furnished,592.0,2500.0,86.0,32.0,3210.0
4500,1,67,2,2,1,1.0,acept,not furnished,1250.0,2840.0,255.0,36.0,4381.0
4501,1,243,3,2,1,5.0,acept,not furnished,1840.0,8600.0,450.0,109.0,11000.0
4502,1,370,4,6,0,8.0,acept,not furnished,3417.0,7900.0,2386.0,101.0,13800.0
4508,0,109,4,3,2,6.0,not acept,not furnished,890.0,2300.0,261.0,30.0,3481.0
4509,0,58,1,1,1,6.0,acept,not furnished,676.0,3300.0,108.0,42.0,4126.0
4512,1,384,5,5,3,13.0,acept,not furnished,4000.0,8000.0,1240.0,102.0,13340.0
4515,0,128,3,3,2,3.0,acept,not furnished,700.0,3700.0,117.0,47.0,4564.0
4518,1,75,2,2,1,1.0,acept,not furnished,600.0,1500.0,28.0,20.0,2148.0
4519,0,140,3,2,1,5.0,acept,not furnished,980.0,2000.0,221.0,26.0,3227.0
4520,1,47,1,1,1,3.0,acept,furnished,907.0,9200.0,313.0,117.0,10540.0
4521,1,70,3,1,1,14.0,acept,furnished,846.0,3612.0,105.0,46.0,4609.0
4522,1,127,3,2,2,0.0,acept,furnished,220.0,2150.0,67.0,33.0,2470.0
4523,1,360,3,5,4,22.0,acept,not furnished,2328.0,2090.0,1467.0,27.0,5912.0
4524,1,42,1,1,1,9.0,acept,not furnished,500.0,2325.0,128.0,30.0,2983.0
4525,0,80,3,2,1,2.0,acept,not furnished,570.0,1450.0,125.0,19.0,2164.0
4526,1,129,3,2,1,1.0,acept,not furnished,1100.0,2300.0,78.0,30.0,3508.0
4529,1,80,3,2,1,11.0,acept,not furnished,908.0,5000.0,22.0,64.0,5994.0
4530,0,140,1,2,2,15.0,acept,not furnished,1462.0,5200.0,284.0,66.0,7012.0
4531,1,150,4,2,2,13.0,not acept,not furnished,1700.0,4400.0,37.0,56.0,6193.0
4533,1,62,3,2,1,5.0,acept,not furnished,487.0,2450.0,54.0,32.0,3023.0
4535,0,80,2,3,2,7.0,acept,not furnished,499.0,2400.0,143.0,31.0,3073.0
4536,1,50,2,1,1,8.0,not acept,not furnished,550.0,1900.0,34.0,25.0,2509.0
4537,1,65,2,1,1,2.0,acept,not furnished,330.0,1410.0,74.0,18.0,1832.0
4539,1,230,4,4,2,1.0,acept,not furnished,3600.0,5000.0,1551.0,64.0,10220.0
4541,1,165,3,3,2,3.0,acept,furnished,1663.0,6000.0,502.0,77.0,8242.0
4542,1,155,3,2,1,6.0,not acept,not furnished,1680.0,4000.0,359.0,51.0,6090.0
4543,0,181,3,4,3,12.0,not acept,furnished,1654.0,7500.0,560.0,96.0,9810.0
4547,1,358,4,5,3,12.0,acept,not furnished,4900.0,6500.0,2173.0,83.0,13660.0
4548,1,74,2,3,1,2.0,acept,not furnished,1180.0,4000.0,105.0,51.0,5336.0
4549,1,108,3,2,1,10.0,acept,not furnished,1000.0,3655.0,240.0,47.0,4942.0
4551,1,190,3,3,2,5.0,acept,not furnished,1800.0,3260.0,292.0,42.0,5394.0
4552,1,178,3,2,3,8.0,acept,not furnished,1000.0,4250.0,167.0,54.0,5471.0
4553,1,80,2,2,0,9.0,not acept,not furnished,600.0,2550.0,46.0,33.0,3229.0
4556,1,181,3,5,4,22.0,acept,furnished,1215.0,9300.0,761.0,118.0,11390.0
4557,1,56,1,1,1,7.0,not acept,furnished,926.0,1800.0,150.0,23.0,2899.0
4560,1,61,1,2,1,4.0,acept,furnished,680.0,2350.0,25.0,30.0,3085.0
4561,1,160,4,3,2,20.0,acept,furnished,1260.0,5600.0,334.0,71.0,7265.0
4563,1,179,3,2,1,3.0,acept,not furnished,1457.0,5600.0,359.0,71.0,7487.0
4564,1,115,3,3,2,1.0,acept,not furnished,1200.0,2100.0,84.0,27.0,3411.0
4566,1,282,4,4,3,19.0,acept,furnished,3100.0,10000.0,1334.0,127.0,14560.0
4568,1,35,1,1,1,12.0,not acept,furnished,1170.0,2200.0,242.0,28.0,3640.0
4570,1,81,3,2,1,12.0,acept,not furnished,580.0,1700.0,90.0,22.0,2392.0
4571,1,224,3,4,3,12.0,acept,furnished,3700.0,12000.0,417.0,153.0,16270.0
4572,1,60,1,1,1,2.0,acept,furnished,1072.0,4600.0,115.0,59.0,5846.0
4573,1,88,3,3,2,5.0,acept,not furnished,700.0,2900.0,190.0,37.0,3827.0
4574,1,80,2,2,1,9.0,acept,furnished,767.0,3200.0,213.0,41.0,4221.0
4576,1,72,2,1,1,9.0,acept,not furnished,990.0,2750.0,378.0,35.0,4153.0
4578,1,73,1,1,0,8.0,acept,furnished,864.0,3000.0,57.0,39.0,3960.0
4579,1,126,2,3,2,6.0,acept,furnished,1900.0,4600.0,800.0,59.0,7359.0
4581,1,48,2,1,1,7.0,acept,not furnished,391.0,1865.0,17.0,24.0,2297.0
4582,0,85,3,2,2,9.0,acept,not furnished,1225.0,2600.0,182.0,33.0,4040.0
4583,1,52,1,1,1,11.0,not acept,not furnished,510.0,2500.0,92.0,32.0,3134.0
4584,1,250,4,4,3,5.0,not acept,furnished,4341.0,8000.0,888.0,102.0,13330.0
4586,1,42,1,1,1,11.0,not acept,furnished,560.0,3300.0,172.0,42.0,4074.0
4587,1,165,4,5,2,4.0,acept,furnished,2500.0,9500.0,315.0,121.0,12440.0
4588,1,138,2,3,2,3.0,not acept,furnished,2200.0,10500.0,417.0,134.0,13250.0
4590,0,200,4,5,2,0.0,not acept,not furnished,1000.0,8000.0,84.0,121.0,9205.0
4592,1,75,2,1,1,4.0,acept,furnished,2065.0,6000.0,600.0,77.0,8742.0
4594,1,287,3,3,4,0.0,acept,not furnished,900.0,4477.0,900.0,68.0,6345.0
4596,1,62,2,2,3,7.0,acept,not furnished,2890.0,7000.0,384.0,89.0,10360.0
4599,1,157,3,2,0,7.0,acept,not furnished,1325.0,4500.0,302.0,58.0,6185.0
4600,1,70,3,1,1,1.0,acept,not furnished,700.0,1020.0,200.0,13.0,1933.0
4601,0,56,1,1,1,6.0,acept,furnished,722.0,1350.0,50.0,18.0,2140.0
4602,1,84,2,3,2,25.0,acept,furnished,634.0,6900.0,165.0,88.0,7787.0
4603,1,125,4,3,2,6.0,acept,not furnished,1200.0,3500.0,396.0,45.0,5141.0
4605,1,81,2,2,2,19.0,acept,furnished,910.0,3800.0,230.0,49.0,4989.0
4607,1,76,3,2,1,3.0,acept,not furnished,820.0,1559.0,63.0,20.0,2462.0
4609,1,240,3,2,0,7.0,acept,furnished,1717.0,6500.0,444.0,83.0,8744.0
4610,1,39,1,1,1,15.0,acept,furnished,356.0,2200.0,60.0,28.0,2644.0
4611,1,51,2,1,1,23.0,acept,not furnished,540.0,2467.0,117.0,32.0,3156.0
4612,1,170,3,6,3,9.0,not acept,not furnished,2000.0,5500.0,834.0,70.0,8404.0
4614,1,35,1,1,1,3.0,not acept,furnished,444.0,3486.0,124.0,45.0,4099.0
4616,0,147,4,3,3,8.0,acept,not furnished,1600.0,4800.0,284.0,61.0,6745.0
4618,1,67,1,1,1,14.0,acept,furnished,920.0,2600.0,72.0,33.0,3625.0
4620,1,265,4,4,2,1.0,acept,not furnished,1750.0,7500.0,434.0,96.0,9780.0
4622,1,39,1,1,1,5.0,acept,not furnished,1144.0,2500.0,312.0,32.0,3988.0
4623,1,110,3,2,1,3.0,not acept,not furnished,1100.0,3149.0,92.0,40.0,4381.0
4624,1,75,2,2,2,6.0,acept,not furnished,700.0,1198.0,227.0,16.0,2141.0
4625,1,220,3,2,2,10.0,acept,not furnished,2330.0,8700.0,750.0,111.0,11890.0
4626,0,46,2,1,1,5.0,acept,not furnished,380.0,850.0,18.0,11.0,1259.0
4627,0,210,3,3,3,7.0,acept,not furnished,1900.0,2300.0,459.0,30.0,4689.0
4629,1,120,3,2,1,7.0,acept,furnished,1400.0,3280.0,125.0,42.0,4847.0
4631,1,42,1,1,1,12.0,not acept,furnished,712.0,3300.0,22.0,42.0,4076.0
4633,1,160,3,2,1,6.0,acept,not furnished,1500.0,4300.0,500.0,55.0,6355.0
4636,1,59,2,2,2,7.0,acept,furnished,1342.0,3300.0,231.0,42.0,4915.0
4638,1,120,2,2,1,12.0,acept,not furnished,1077.0,6500.0,40.0,83.0,7700.0
4639,1,92,3,2,0,5.0,acept,not furnished,954.0,3300.0,160.0,42.0,4456.0
4640,1,93,3,2,2,16.0,acept,not furnished,979.0,2600.0,237.0,33.0,3849.0
4642,1,236,4,5,4,1.0,not acept,furnished,3950.0,15000.0,142.0,191.0,19280.0
4646,0,68,3,2,2,9.0,acept,furnished,550.0,2700.0,76.0,35.0,3361.0
4647,1,53,2,1,1,11.0,acept,furnished,270.0,5500.0,119.0,70.0,5959.0
4650,0,115,3,2,2,4.0,acept,not furnished,570.0,1948.0,109.0,25.0,2652.0
4652,1,60,2,2,2,7.0,acept,not furnished,894.0,1100.0,210.0,14.0,2218.0
4655,1,160,2,3,2,12.0,acept,furnished,1500.0,4210.0,225.0,54.0,5989.0
4657,1,233,4,2,3,4.0,acept,furnished,2200.0,7287.0,417.0,93.0,9997.0
4659,1,100,3,2,1,0.0,acept,not furnished,555.0,1469.0,10.0,19.0,2053.0
4660,1,238,4,3,4,24.0,acept,not furnished,2980.0,10200.0,1816.0,130.0,15130.0
4666,0,160,3,2,2,12.0,acept,not furnished,1026.0,1650.0,243.0,21.0,2940.0
4667,1,80,2,2,2,14.0,acept,not furnished,1200.0,4200.0,300.0,54.0,5754.0
4668,1,133,4,3,4,18.0,acept,furnished,2225.0,2900.0,400.0,37.0,5562.0
4669,1,30,1,1,0,4.0,acept,not furnished,415.0,1750.0,30.0,23.0,2218.0
4670,1,137,2,3,2,1.0,acept,not furnished,2800.0,14000.0,542.0,178.0,17520.0
4675,1,301,4,5,4,3.0,acept,furnished,4265.0,12500.0,1600.0,159.0,18520.0
4676,1,250,3,4,2,5.0,acept,furnished,2600.0,8000.0,500.0,102.0,11200.0
4677,1,136,3,2,3,12.0,acept,furnished,1400.0,2500.0,325.0,32.0,4257.0
4678,1,73,2,2,1,10.0,acept,not furnished,884.0,4800.0,139.0,61.0,5884.0
4680,1,110,2,3,2,12.0,not acept,furnished,2000.0,11500.0,502.0,146.0,14150.0
4681,1,50,2,1,2,5.0,not acept,furnished,600.0,2313.0,250.0,30.0,3193.0
4683,1,70,2,2,2,7.0,not acept,furnished,1726.0,3950.0,341.0,51.0,6068.0
4684,1,82,2,2,1,2.0,acept,furnished,750.0,3100.0,51.0,40.0,3941.0
4685,1,76,3,3,2,1.0,acept,not furnished,900.0,2662.0,284.0,34.0,3880.0
4686,1,150,3,1,1,9.0,acept,not furnished,1172.0,4800.0,294.0,61.0,6327.0
4688,1,55,2,1,0,10.0,acept,not furnished,490.0,1380.0,80.0,18.0,1968.0
4690,0,45,1,2,1,2.0,acept,furnished,790.0,1452.0,84.0,19.0,2345.0
4691,1,50,2,1,1,6.0,acept,furnished,648.0,3900.0,58.0,50.0,4656.0
4692,1,62,2,1,1,1.0,acept,not furnished,560.0,1550.0,17.0,20.0,2147.0
4693,1,177,4,5,4,5.0,acept,not furnished,1500.0,9200.0,959.0,117.0,11780.0
4694,1,50,1,1,1,21.0,acept,furnished,765.0,2700.0,105.0,35.0,3605.0
4696,0,90,3,2,1,1.0,acept,not furnished,850.0,1500.0,100.0,20.0,2470.0
4698,0,54,1,1,1,5.0,acept,not furnished,750.0,773.0,67.0,10.0,1600.0
4700,1,194,3,4,4,5.0,acept,not furnished,2600.0,12000.0,1667.0,153.0,16420.0
4702,1,58,3,2,1,11.0,acept,not furnished,320.0,1700.0,105.0,22.0,2147.0
4706,1,180,3,3,2,3.0,acept,not furnished,1794.0,5800.0,487.0,74.0,8155.0
4709,1,100,3,1,1,2.0,acept,not furnished,1350.0,3000.0,92.0,39.0,4481.0
4712,1,135,2,2,1,8.0,acept,furnished,1063.0,3250.0,159.0,42.0,4514.0
4714,0,58,2,2,2,15.0,acept,not furnished,400.0,2200.0,100.0,28.0,2728.0
4716,1,120,3,4,2,1.0,acept,not furnished,1500.0,3000.0,670.0,39.0,5209.0
4719,1,320,4,5,4,0.0,acept,not furnished,300.0,6500.0,417.0,98.0,7315.0
4720,1,65,2,1,0,1.0,acept,furnished,286.0,4200.0,17.0,54.0,4557.0
4721,1,130,3,2,2,5.0,acept,not furnished,1400.0,5000.0,584.0,64.0,7048.0
4722,1,72,3,2,2,3.0,not acept,not furnished,686.0,1600.0,18.0,21.0,2325.0
4723,1,150,3,3,4,10.0,acept,furnished,2225.0,7400.0,500.0,94.0,10220.0
4724,0,70,2,1,1,3.0,acept,not furnished,500.0,1275.0,74.0,17.0,1866.0
4725,1,345,3,3,5,2.0,acept,not furnished,3000.0,12750.0,834.0,162.0,16750.0
4726,1,20,1,1,0,1.0,acept,furnished,602.0,1800.0,130.0,23.0,2555.0
4727,0,103,3,2,2,2.0,acept,not furnished,1500.0,1360.0,292.0,18.0,3170.0
4731,1,42,1,1,0,3.0,acept,not furnished,130.0,1450.0,34.0,19.0,1633.0
4736,1,240,3,3,4,22.0,acept,not furnished,3538.0,12000.0,1975.0,153.0,17670.0
4737,1,128,2,1,1,9.0,acept,furnished,1200.0,8500.0,9.0,108.0,9817.0
4739,1,54,1,1,1,7.0,acept,not furnished,600.0,3600.0,149.0,46.0,4395.0
4741,1,120,2,2,2,11.0,acept,not furnished,2200.0,4000.0,500.0,51.0,6751.0
4743,0,230,3,4,4,5.0,acept,furnished,1800.0,10000.0,715.0,127.0,12640.0
4746,1,146,3,4,2,21.0,acept,furnished,1200.0,9000.0,417.0,115.0,10730.0
4748,1,30,1,1,0,6.0,not acept,not furnished,253.0,1250.0,30.0,16.0,1549.0
4749,1,35,1,1,1,11.0,acept,not furnished,470.0,2500.0,22.0,32.0,3024.0
4751,1,386,4,6,3,21.0,acept,not furnished,3890.0,12750.0,1980.0,162.0,18780.0
4754,1,68,1,2,1,4.0,not acept,not furnished,799.0,2000.0,217.0,26.0,3042.0
4755,1,53,1,1,1,12.0,acept,furnished,450.0,3200.0,200.0,41.0,3891.0
4758,0,70,3,1,1,2.0,acept,not furnished,710.0,750.0,76.0,10.0,1546.0
4761,1,70,2,1,1,1.0,acept,not furnished,280.0,1000.0,138.0,13.0,1431.0
4762,1,230,4,4,3,5.0,not acept,not furnished,2564.0,2500.0,934.0,32.0,6030.0
4763,1,138,2,2,1,11.0,acept,furnished,1000.0,7000.0,89.0,89.0,8178.0
4767,1,80,2,1,1,6.0,acept,not furnished,654.0,2300.0,94.0,30.0,3078.0
4770,1,136,3,3,1,9.0,acept,not furnished,1530.0,7500.0,290.0,96.0,9416.0
4771,1,46,1,1,0,2.0,acept,not furnished,553.0,1437.0,58.0,19.0,2067.0
4773,1,54,1,1,1,1.0,not acept,furnished,1050.0,7200.0,250.0,92.0,8592.0
4774,1,220,4,5,3,14.0,acept,furnished,2050.0,12000.0,750.0,153.0,14950.0
4775,1,161,1,2,2,10.0,not acept,not furnished,2162.0,7000.0,54.0,89.0,9305.0
4778,1,33,1,1,1,5.0,acept,not furnished,842.0,2000.0,95.0,26.0,2963.0
4779,1,170,3,4,2,3.0,not acept,not furnished,1450.0,4400.0,38.0,56.0,5944.0
4780,1,135,3,2,1,21.0,acept,furnished,950.0,7500.0,77.0,96.0,8623.0
4781,1,50,2,1,2,1.0,not acept,not furnished,850.0,1900.0,42.0,25.0,2817.0
4782,1,94,2,3,2,18.0,not acept,not furnished,1600.0,4400.0,325.0,56.0,6381.0
4784,1,100,2,3,2,20.0,not acept,furnished,1080.0,10000.0,138.0,127.0,11350.0
4785,1,157,3,5,3,12.0,acept,not furnished,1670.0,11500.0,583.0,146.0,13900.0
4787,1,120,3,1,0,2.0,acept,not furnished,200.0,2100.0,167.0,27.0,2494.0
4788,1,45,1,1,2,8.0,acept,not furnished,695.0,1800.0,170.0,23.0,2688.0
4790,1,265,4,6,3,6.0,not acept,not furnished,2400.0,2500.0,1284.0,32.0,6216.0
4791,1,20,1,1,0,6.0,acept,furnished,602.0,1800.0,130.0,23.0,2555.0
4793,1,70,3,2,1,14.0,acept,not furnished,570.0,3000.0,171.0,39.0,3780.0
4794,1,273,4,4,2,4.0,not acept,not furnished,2306.0,9000.0,417.0,115.0,11840.0
4795,1,250,3,3,4,0.0,acept,furnished,250.0,6500.0,309.0,98.0,7157.0
4797,1,90,2,1,0,2.0,acept,not furnished,622.0,2150.0,212.0,28.0,3012.0
4799,1,92,2,1,1,2.0,acept,not furnished,425.0,1536.0,72.0,20.0,2053.0
4801,1,218,3,3,3,9.0,acept,furnished,1850.0,15000.0,809.0,191.0,17850.0
4802,1,57,2,2,1,8.0,acept,not furnished,465.0,1300.0,10.0,17.0,1792.0
4805,0,55,1,2,1,4.0,not acept,not furnished,744.0,954.0,74.0,13.0,1785.0
4806,1,55,2,2,1,21.0,acept,not furnished,480.0,2000.0,9.0,26.0,2515.0
4807,1,58,2,1,1,19.0,not acept,furnished,550.0,3400.0,65.0,44.0,4059.0
4808,1,42,1,1,1,13.0,acept,furnished,1750.0,860.0,180.0,11.0,2801.0
4809,1,202,3,4,3,8.0,acept,furnished,2500.0,12000.0,834.0,153.0,15490.0
4811,1,52,1,1,1,11.0,acept,not furnished,730.0,2500.0,38.0,32.0,3300.0
4815,1,100,1,1,1,16.0,acept,furnished,1120.0,3900.0,75.0,50.0,5145.0
4817,1,207,3,5,4,6.0,acept,not furnished,2400.0,12000.0,934.0,153.0,15490.0
4818,1,25,1,1,0,23.0,acept,not furnished,432.0,2200.0,45.0,28.0,2705.0
4820,1,108,2,2,1,8.0,acept,furnished,1081.0,5300.0,334.0,68.0,6783.0
4823,1,46,1,1,1,3.0,not acept,not furnished,850.0,1900.0,117.0,25.0,2892.0
4824,1,138,3,3,2,5.0,acept,furnished,1112.0,5800.0,475.0,74.0,7461.0
4826,0,54,1,1,1,9.0,acept,not furnished,758.0,1148.0,84.0,15.0,2005.0
4830,1,80,2,1,1,2.0,not acept,furnished,1036.0,7450.0,98.0,95.0,8679.0
4832,1,214,5,5,4,9.0,not acept,furnished,2000.0,5550.0,667.0,71.0,8288.0
4833,1,193,3,3,3,1.0,not acept,not furnished,3100.0,7500.0,834.0,96.0,11530.0
4834,1,50,2,2,0,6.0,acept,not furnished,750.0,3000.0,118.0,39.0,3907.0
4835,1,305,3,4,4,12.0,acept,not furnished,3441.0,8925.0,2364.0,114.0,14840.0
4836,1,110,2,2,1,1.0,acept,not furnished,700.0,3000.0,122.0,39.0,3861.0
4837,1,63,2,2,1,13.0,acept,not furnished,600.0,2620.0,97.0,11.0,3328.0
4838,1,202,4,4,3,13.0,acept,not furnished,2200.0,6000.0,1000.0,77.0,9277.0
4840,0,110,3,3,2,0.0,acept,not furnished,560.0,3200.0,88.0,49.0,3897.0
4845,1,200,4,3,2,8.0,acept,not furnished,2744.0,4100.0,1615.0,52.0,8511.0
4849,1,91,1,2,2,11.0,acept,furnished,2076.0,13000.0,334.0,165.0,15580.0
4850,1,113,2,2,1,4.0,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
4851,0,48,2,1,1,0.0,acept,not furnished,250.0,1200.0,40.0,16.0,1506.0
4852,1,140,3,3,2,10.0,acept,not furnished,2000.0,5100.0,167.0,65.0,7332.0
4853,0,155,3,3,2,0.0,acept,not furnished,960.0,5500.0,15.0,83.0,6558.0
4856,1,360,4,5,4,8.0,acept,not furnished,3500.0,1700.0,1417.0,22.0,6639.0
4859,1,79,3,3,2,15.0,acept,furnished,3255.0,7500.0,616.0,96.0,11470.0
4860,1,300,4,6,4,14.0,acept,not furnished,2000.0,8000.0,625.0,102.0,10730.0
4861,1,50,2,2,1,14.0,acept,furnished,520.0,1550.0,100.0,20.0,2190.0
4862,1,78,3,2,2,0.0,acept,not furnished,250.0,2000.0,292.0,31.0,2573.0
4867,1,64,2,1,1,8.0,acept,not furnished,400.0,1500.0,101.0,20.0,2021.0
4869,1,30,1,1,1,7.0,not acept,furnished,650.0,2000.0,100.0,26.0,2776.0
4870,1,50,1,1,1,11.0,acept,not furnished,725.0,2200.0,130.0,28.0,3083.0
4871,1,215,3,2,0,4.0,not acept,not furnished,1054.0,4000.0,229.0,51.0,5334.0
4872,1,80,3,2,1,10.0,acept,not furnished,790.0,1900.0,164.0,25.0,2879.0
4873,0,320,3,3,2,9.0,acept,furnished,2000.0,8500.0,340.0,108.0,10950.0
4874,1,336,3,5,3,0.0,acept,furnished,299.0,6000.0,208.0,91.0,6598.0
4876,1,106,1,1,2,10.0,acept,furnished,1749.0,13950.0,479.0,177.0,16360.0
4877,1,40,1,1,1,9.0,not acept,not furnished,440.0,2800.0,100.0,36.0,3376.0
4878,1,80,1,2,0,6.0,not acept,not furnished,1174.0,3900.0,135.0,50.0,5259.0
4879,1,120,4,3,3,8.0,acept,not furnished,1680.0,3710.0,622.0,48.0,6060.0
4880,1,23,1,1,0,23.0,acept,not furnished,399.0,2100.0,42.0,27.0,2568.0
4885,1,120,4,2,3,6.0,acept,furnished,950.0,2960.0,459.0,38.0,4407.0
4886,1,78,1,2,2,1.0,not acept,furnished,680.0,4200.0,118.0,54.0,5052.0
4887,1,127,3,3,2,1.0,acept,not furnished,804.0,3800.0,257.0,49.0,4910.0
4888,1,63,2,2,2,4.0,not acept,not furnished,600.0,4080.0,167.0,52.0,4899.0
4891,1,126,3,2,2,1.0,acept,not furnished,1000.0,4000.0,313.0,51.0,5364.0
4892,1,169,4,2,3,0.0,acept,not furnished,220.0,3900.0,334.0,59.0,4513.0
4897,0,84,2,1,1,7.0,acept,not furnished,590.0,1100.0,104.0,14.0,1808.0
4898,1,64,2,1,2,3.0,acept,not furnished,480.0,1850.0,39.0,24.0,2393.0
4899,0,62,2,1,1,0.0,acept,not furnished,370.0,1100.0,12.0,14.0,1496.0
4901,1,140,3,3,3,4.0,acept,not furnished,2100.0,5000.0,1149.0,64.0,8313.0
4902,1,175,3,5,3,15.0,acept,not furnished,2312.0,7650.0,1308.0,97.0,11370.0
4905,1,52,1,1,1,7.0,acept,furnished,1500.0,3000.0,292.0,39.0,4831.0
4907,1,72,2,2,1,2.0,acept,not furnished,570.0,2174.0,75.0,28.0,2847.0
4908,1,140,2,2,2,11.0,not acept,furnished,2200.0,10000.0,804.0,127.0,13130.0
4910,1,140,3,2,1,5.0,acept,furnished,1436.0,4800.0,234.0,61.0,6531.0
4911,0,75,3,2,1,3.0,not acept,not furnished,550.0,2125.0,67.0,27.0,2769.0
4913,1,112,3,3,2,8.0,not acept,not furnished,1222.0,3500.0,486.0,45.0,5253.0
4914,1,83,2,1,1,2.0,acept,furnished,481.0,2600.0,118.0,33.0,3232.0
4915,1,60,1,1,1,10.0,acept,not furnished,786.0,2000.0,109.0,26.0,2921.0
4916,1,30,1,1,1,14.0,acept,furnished,350.0,2389.0,83.0,31.0,2853.0
4918,1,46,1,1,0,14.0,not acept,furnished,1200.0,4300.0,292.0,31.0,5823.0
4923,1,90,2,1,0,4.0,not acept,not furnished,762.0,2500.0,54.0,32.0,3348.0
4925,1,219,4,4,3,21.0,acept,furnished,2100.0,6500.0,890.0,83.0,9573.0
4926,1,120,2,2,2,22.0,not acept,furnished,1400.0,3500.0,375.0,45.0,5320.0
4927,1,70,2,2,1,7.0,acept,not furnished,569.0,1900.0,25.0,25.0,2519.0
4928,1,120,4,3,3,16.0,acept,not furnished,1420.0,6160.0,390.0,79.0,8049.0
4929,1,92,2,2,1,5.0,acept,furnished,1350.0,4500.0,160.0,58.0,6068.0
4930,1,40,1,1,1,20.0,not acept,not furnished,255.0,2208.0,76.0,9.0,2548.0
4931,1,58,2,1,1,6.0,acept,not furnished,770.0,1800.0,75.0,23.0,2668.0
4935,1,96,3,1,1,8.0,not acept,furnished,1181.0,2535.0,247.0,33.0,3996.0
4937,1,280,3,4,4,18.0,acept,not furnished,2202.0,3600.0,854.0,46.0,6702.0
4938,1,44,1,1,1,6.0,not acept,not furnished,308.0,3300.0,149.0,42.0,3799.0
4939,1,120,3,2,2,12.0,acept,furnished,980.0,4000.0,231.0,51.0,5262.0
4940,1,180,2,3,2,9.0,acept,not furnished,2000.0,5900.0,604.0,75.0,8579.0
4941,1,400,5,4,2,12.0,acept,not furnished,2675.0,2500.0,832.0,32.0,6039.0
4943,1,67,2,1,1,6.0,acept,not furnished,313.0,1200.0,167.0,16.0,1696.0
4944,1,75,3,2,2,14.0,acept,not furnished,658.0,2500.0,87.0,32.0,3277.0
4945,1,132,3,5,2,13.0,not acept,furnished,1630.0,10990.0,291.0,140.0,13050.0
4947,1,122,3,3,2,4.0,not acept,not furnished,1412.0,4600.0,563.0,59.0,6634.0
4948,1,168,3,2,2,1.0,acept,not furnished,1634.0,5500.0,411.0,70.0,7615.0
4952,0,190,2,2,0,8.0,not acept,not furnished,1100.0,1300.0,200.0,17.0,2617.0
4954,0,70,1,1,1,2.0,acept,furnished,460.0,2350.0,6.0,30.0,2846.0
4957,1,158,3,2,1,10.0,not acept,furnished,1310.0,7150.0,406.0,91.0,8957.0
4959,1,245,4,3,4,8.0,acept,not furnished,3450.0,6000.0,1667.0,77.0,11190.0
4961,1,155,2,1,1,2.0,acept,not furnished,1700.0,4500.0,510.0,58.0,6768.0
4962,1,140,3,3,5,8.0,not acept,furnished,2000.0,8000.0,710.0,102.0,10810.0
4963,1,97,2,1,2,19.0,not acept,not furnished,800.0,3500.0,221.0,45.0,4566.0
4965,1,177,3,3,5,1.0,acept,not furnished,1400.0,7000.0,1000.0,89.0,9489.0
4966,1,128,3,4,2,21.0,acept,not furnished,840.0,2980.0,361.0,38.0,4219.0
4967,0,50,2,1,0,2.0,not acept,not furnished,386.0,830.0,55.0,11.0,1282.0
4968,1,162,4,4,3,7.0,not acept,not furnished,1500.0,5500.0,891.0,70.0,7961.0
4972,1,76,3,2,2,5.0,acept,furnished,754.0,4500.0,205.0,58.0,5517.0
4975,1,161,2,2,3,3.0,acept,not furnished,2500.0,4800.0,1125.0,61.0,8486.0
4976,1,45,1,1,1,3.0,acept,furnished,2000.0,4850.0,334.0,62.0,7246.0
4977,1,200,3,5,3,5.0,acept,furnished,1513.0,4350.0,584.0,56.0,6503.0
4979,1,50,1,1,1,8.0,not acept,furnished,2204.0,3700.0,209.0,47.0,6160.0
4980,1,57,2,2,2,10.0,not acept,not furnished,571.0,1600.0,100.0,21.0,2292.0
4981,1,120,2,2,2,4.0,acept,furnished,2000.0,11000.0,417.0,140.0,13560.0
4982,0,136,3,4,2,7.0,not acept,not furnished,970.0,2500.0,131.0,32.0,3633.0
4985,1,68,2,2,1,5.0,acept,not furnished,1160.0,2700.0,109.0,35.0,4004.0
4987,0,60,3,2,1,3.0,not acept,not furnished,532.0,1200.0,49.0,16.0,1797.0
4989,0,140,4,4,2,6.0,acept,not furnished,1700.0,3300.0,330.0,42.0,5372.0
4991,1,72,2,2,2,7.0,acept,not furnished,150.0,3700.0,184.0,47.0,4081.0
4996,0,51,3,1,1,0.0,acept,not furnished,246.0,1100.0,68.0,14.0,1428.0
4997,1,200,4,5,3,1.0,not acept,not furnished,2800.0,5500.0,997.0,70.0,9367.0
5001,1,48,1,1,1,12.0,acept,furnished,800.0,8000.0,1000.0,102.0,9902.0
5002,1,90,2,2,1,3.0,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
5003,1,40,1,1,1,1.0,not acept,furnished,2200.0,4500.0,25.0,58.0,6783.0
5004,1,84,2,1,2,11.0,not acept,furnished,800.0,4000.0,240.0,51.0,5091.0
